%Arkansas hybrid precipitation index. alpha = 0; beta = 0; lagmax = 100
%year,month,tau=3,tau=10,tau=20,tau=36
1998,3,0.69,0.37,0.23,0.18
1998,4,0.01,0.17,0.14,0.13
1998,5,-0.55,-0.03,0.03,0.08
1998,6,-0.94,-0.21,-0.06,0.01
1998,7,-0.79,-0.23,-0.08,0.00
1998,8,-0.56,-0.21,-0.08,-0.01
1998,9,-0.26,-0.14,-0.05,0.00
1998,10,0.17,-0.01,0.01,0.03
1998,11,-0.33,-0.16,-0.07,-0.01
1998,12,-0.22,-0.14,-0.06,-0.01
1999,1,0.74,0.18,0.10,0.09
1999,2,-0.17,-0.08,-0.03,0.01
1999,3,-0.01,-0.03,-0.01,0.02
1999,4,0.18,0.04,0.03,0.04
1999,5,-0.09,-0.04,-0.01,0.01
1999,6,0.34,0.10,0.06,0.05
1999,7,-0.34,-0.11,-0.05,-0.01
1999,8,-0.83,-0.29,-0.15,-0.07
1999,9,-1.15,-0.45,-0.24,-0.14
1999,10,-1.03,-0.48,-0.26,-0.16
1999,11,-1.52,-0.70,-0.38,-0.23
1999,12,-0.96,-0.59,-0.34,-0.21
2000,1,-1.09,-0.66,-0.40,-0.25
2000,2,-1.11,-0.71,-0.43,-0.27
2000,3,-0.99,-0.71,-0.45,-0.29
2000,4,-1.08,-0.77,-0.49,-0.32
2000,5,-0.40,-0.57,-0.40,-0.28
2000,6,0.56,-0.23,-0.23,-0.18
2000,7,-0.26,-0.43,-0.34,-0.24
2000,8,-0.98,-0.66,-0.46,-0.32
2000,9,-0.93,-0.67,-0.48,-0.33
2000,10,-1.26,-0.80,-0.55,-0.38
2000,11,0.33,-0.31,-0.31,-0.25
2000,12,-0.01,-0.37,-0.34,-0.27
2001,1,-0.08,-0.36,-0.34,-0.27
2001,2,1.15,0.08,-0.11,-0.14
2001,3,0.50,-0.04,-0.16,-0.16
2001,4,-0.38,-0.28,-0.28,-0.23
2001,5,-0.20,-0.23,-0.26,-0.22
2001,6,-0.36,-0.28,-0.28,-0.24
2001,7,-0.62,-0.38,-0.33,-0.27
2001,8,-0.56,-0.38,-0.33,-0.27
2001,9,-0.43,-0.35,-0.32,-0.27
2001,10,0.25,-0.13,-0.21,-0.20
2001,11,0.51,-0.01,-0.14,-0.16
2001,12,1.44,0.35,0.05,-0.04
2002,1,1.11,0.35,0.06,-0.04
2002,2,0.49,0.21,0.01,-0.07
2002,3,1.65,0.63,0.23,0.06
2002,4,0.73,0.41,0.14,0.01
2002,5,0.74,0.45,0.17,0.04
2002,6,0.15,0.28,0.09,-0.01
2002,7,0.18,0.28,0.10,0.00
2002,8,0.16,0.26,0.10,0.00
2002,9,-0.10,0.16,0.06,-0.02
2002,10,0.07,0.20,0.08,0.00
2002,11,-0.64,-0.06,-0.04,-0.07
2002,12,0.40,0.24,0.11,0.01
2003,1,-0.58,-0.08,-0.05,-0.08
2003,2,0.22,0.15,0.07,-0.01
2003,3,-0.67,-0.15,-0.08,-0.09
2003,4,-1.14,-0.35,-0.19,-0.16
2003,5,-0.39,-0.18,-0.11,-0.11
2003,6,0.23,0.01,-0.01,-0.06
2003,7,0.08,-0.02,-0.03,-0.06
2003,8,-0.03,-0.05,-0.04,-0.07
2003,9,-0.06,-0.06,-0.05,-0.07
2003,10,-0.45,-0.19,-0.11,-0.11
2003,11,-0.14,-0.11,-0.08,-0.09
2003,12,-0.49,-0.23,-0.14,-0.13
2004,1,-0.49,-0.25,-0.16,-0.13
2004,2,-0.27,-0.20,-0.13,-0.12
2004,3,-0.32,-0.22,-0.15,-0.13
2004,4,0.16,-0.07,-0.08,-0.08
2004,5,0.00,-0.10,-0.09,-0.09
2004,6,0.54,0.09,0.01,-0.03
2004,7,0.62,0.16,0.05,0.00
2004,8,0.31,0.10,0.02,-0.01
2004,9,-0.73,-0.23,-0.14,-0.11
2004,10,0.71,0.20,0.08,0.02
2004,11,1.75,0.60,0.29,0.15
2004,12,0.84,0.41,0.20,0.10
2005,1,1.05,0.52,0.27,0.14
2005,2,0.48,0.38,0.21,0.11
2005,3,-0.06,0.21,0.13,0.06
2005,4,-0.27,0.11,0.08,0.03
2005,5,-1.17,-0.23,-0.09,-0.07
2005,6,-1.39,-0.39,-0.18,-0.12
2005,7,-0.95,-0.34,-0.16,-0.12
2005,8,-0.74,-0.33,-0.17,-0.12
2005,9,-0.24,-0.20,-0.11,-0.10
2005,10,-1.19,-0.52,-0.28,-0.19
2005,11,-1.25,-0.60,-0.34,-0.23
2005,12,-1.96,-0.90,-0.50,-0.33
2006,1,-1.16,-0.74,-0.44,-0.30
2006,2,-1.20,-0.79,-0.48,-0.33
2006,3,-0.83,-0.71,-0.45,-0.32
2006,4,-0.70,-0.67,-0.45,-0.32
2006,5,-0.91,-0.75,-0.50,-0.35
2006,6,-1.04,-0.81,-0.54,-0.38
2006,7,-1.05,-0.83,-0.57,-0.41
2006,8,-0.61,-0.71,-0.51,-0.38
2006,9,-0.27,-0.58,-0.46,-0.35
2006,10,0.00,-0.46,-0.40,-0.32
2006,11,0.07,-0.39,-0.37,-0.30
2006,12,0.44,-0.22,-0.28,-0.25
2007,1,1.22,0.10,-0.11,-0.15
2007,2,0.49,-0.04,-0.18,-0.19
2007,3,-0.58,-0.35,-0.33,-0.28
2007,4,-0.62,-0.38,-0.35,-0.29
2007,5,-0.92,-0.51,-0.41,-0.33
2007,6,-0.74,-0.49,-0.41,-0.34
2007,7,0.00,-0.26,-0.29,-0.27
2007,8,-0.66,-0.46,-0.40,-0.33
2007,9,-0.25,-0.34,-0.34,-0.30
2007,10,0.19,-0.18,-0.26,-0.25
2007,11,-0.58,-0.41,-0.37,-0.32
2007,12,-0.07,-0.25,-0.29,-0.27
2008,1,-0.62,-0.42,-0.37,-0.32
2008,2,-0.20,-0.30,-0.31,-0.28
2008,3,1.03,0.12,-0.09,-0.15
2008,4,1.65,0.42,0.07,-0.05
2008,5,0.94,0.30,0.02,-0.07
2008,6,0.71,0.28,0.03,-0.07
2008,7,0.24,0.16,-0.02,-0.09
2008,8,1.31,0.53,0.18,0.03
2008,9,2.04,0.85,0.36,0.15
2008,10,1.42,0.76,0.34,0.14
2008,11,0.37,0.47,0.21,0.06
2008,12,0.25,0.42,0.20,0.06
2009,1,-0.10,0.28,0.14,0.04
2009,2,-0.38,0.15,0.08,0.00
2009,3,-0.16,0.18,0.10,0.02
2009,4,-0.03,0.19,0.10,0.02
2009,5,1.58,0.71,0.38,0.19
2009,6,0.76,0.51,0.29,0.14
2009,7,1.59,0.82,0.46,0.24
2009,8,1.22,0.77,0.45,0.24
2009,9,2.26,1.16,0.67,0.38
2009,10,4.54,2.03,1.14,0.67
2009,11,2.43,1.56,0.94,0.57
2009,12,2.44,1.65,1.02,0.63
2010,1,1.80,1.51,0.98,0.62
2010,2,1.15,1.32,0.91,0.59
2010,3,0.28,1.01,0.77,0.51
2010,4,-0.33,0.73,0.64,0.44
2010,5,0.00,0.74,0.65,0.45
2010,6,-0.38,0.55,0.55,0.39
2010,7,-0.10,0.55,0.55,0.40
2010,8,-0.50,0.35,0.45,0.34
2010,9,-0.49,0.28,0.41,0.32
2010,10,-1.07,0.01,0.26,0.24
2010,11,-0.84,-0.02,0.24,0.22
2010,12,-1.44,-0.30,0.08,0.13
2011,1,-1.64,-0.47,-0.03,0.07
2011,2,-1.09,-0.40,-0.01,0.07
2011,3,-1.38,-0.56,-0.12,0.01
2011,4,0.62,0.03,0.17,0.18
2011,5,1.27,0.31,0.30,0.25
2011,6,0.27,0.06,0.18,0.19
2011,7,-0.33,-0.12,0.08,0.12
2011,8,0.05,-0.01,0.13,0.16
2011,9,-0.32,-0.13,0.06,0.12
2011,10,-0.60,-0.24,-0.01,0.07
2011,11,0.66,0.15,0.18,0.18
2011,12,1.17,0.37,0.29,0.25
2012,1,0.61,0.26,0.24,0.22
2012,2,0.22,0.16,0.19,0.19
2012,3,0.66,0.31,0.27,0.24
2012,4,-0.20,0.06,0.14,0.16
2012,5,-1.25,-0.32,-0.06,0.05
2012,6,-1.45,-0.48,-0.15,-0.01
2012,7,-1.33,-0.53,-0.20,-0.04
2012,8,-0.64,-0.37,-0.13,-0.01
2012,9,-0.10,-0.22,-0.06,0.03
2012,10,-0.23,-0.25,-0.09,0.01
2012,11,-0.98,-0.50,-0.23,-0.08
2012,12,-0.87,-0.51,-0.24,-0.09
2013,1,0.03,-0.24,-0.12,-0.02
2013,2,0.10,-0.19,-0.10,-0.01
2013,3,-0.33,-0.31,-0.16,-0.06
2013,4,-0.15,-0.25,-0.14,-0.05
2013,5,0.15,-0.14,-0.09,-0.02
2013,6,-0.07,-0.18,-0.12,-0.04
2013,7,0.00,-0.15,-0.10,-0.03
2013,8,0.17,-0.08,-0.07,-0.01
2013,9,0.04,-0.10,-0.08,-0.02
2013,10,0.31,0.01,-0.02,0.02
2013,11,0.01,-0.07,-0.06,0.00
2013,12,0.36,0.06,0.00,0.03
2014,1,-0.24,-0.11,-0.08,-0.02
2014,2,-0.50,-0.21,-0.13,-0.05
2014,3,-0.43,-0.22,-0.14,-0.05
2014,4,-0.13,-0.14,-0.10,-0.03
2014,5,0.09,-0.06,-0.06,-0.01
2014,6,0.72,0.16,0.05,0.06
2014,7,0.65,0.19,0.07,0.08
2014,8,0.37,0.14,0.05,0.06
2014,9,-0.11,0.00,-0.01,0.02
2014,10,0.37,0.15,0.06,0.07
2014,11,-0.28,-0.05,-0.03,0.02
2014,12,-0.62,-0.18,-0.10,-0.03
2015,1,-0.52,-0.19,-0.11,-0.03
2015,2,-0.55,-0.23,-0.14,-0.05
2015,3,0.48,0.09,0.02,0.04
2015,4,0.58,0.16,0.06,0.06
2015,5,1.88,0.63,0.31,0.21
2015,6,1.37,0.58,0.30,0.20
2015,7,1.28,0.62,0.34,0.23
2015,8,0.85,0.54,0.31,0.22
2015,9,-0.04,0.28,0.18,0.15
2015,10,-0.05,0.24,0.17,0.14
2015,11,1.69,0.80,0.46,0.32
2015,12,2.33,1.10,0.63,0.42
2016,1,1.18,0.83,0.52,0.36
2016,2,0.46,0.62,0.42,0.31
2016,3,1.73,1.03,0.65,0.45
2016,4,1.49,1.02,0.66,0.46
2016,5,0.83,0.84,0.59,0.42
2016,6,0.36,0.68,0.52,0.39
2016,7,0.53,0.71,0.54,0.41
2016,8,1.56,1.04,0.72,0.51
2016,9,0.57,0.75,0.58,0.43
2016,10,-0.23,0.47,0.44,0.36
2016,11,-0.55,0.30,0.36,0.31
2016,12,-0.60,0.20,0.30,0.28
2017,1,-0.64,0.11,0.25,0.25
2017,2,-0.77,0.00,0.19,0.20
2017,3,-0.66,-0.04,0.16,0.18
2017,4,0.59,0.32,0.33,0.29
2017,5,0.76,0.40,0.38,0.32
